"","nm","meaning","min","Q1","median","mean","Q3","max","NAs","variance","range","Prop_NAs"
"1865","extremty","Movement Severity Score-extremity movements",0,0,0,0.4607,0,7,8,1.11561846774239,7,0.5
"1866","sevscore","Total Movement Severity score",0,0,0,1.63,2,23,8,9.44479583758138,23,0.5
"1867","brsobj","BRS Obj/Subject Items Score",0,0,0,1.049,2,9,11,2.67093995096637,9,0.8
"1868","epsmean","EPS Scale Mean Score",0,0,0,0.2161,0.3333,2.667,8,0.104621029940667,2.6666667,0.5
"1869","b1_score","Movement Severity Score Phase 1/1A BL",0,0,0,1.63,2,23,8,9.44479583758138,23,0.5
"1870","b1_index","Severity Index Phase 1/1A BL",0,0,0,0.4959,1,4,8,0.750499797802598,4,0.5
"1871","b1_obj","BRS Obj/Subject Phase 1/1A BL",0,0,0,1.049,2,9,11,2.67093995096637,9,0.8
"1872","b1_gca","BRS Global Assessment Phase 1/1A BL",0,0,0,0.5413,1,5,8,0.781888808516213,5,0.5
"1873","b1_eps","EPS Scale Mean Phase 1/1A BL",0,0,0,0.2161,0.3333,2.667,8,0.104621029940667,2.6666667,0.5
"1884","si2_tep1","Severity Index: TE Value >= 2 in P1",0,0,0,0.1205,0,1,8,0.106070573538151,1,0.5
"1885","si1_tep1","Severity Index: TE Value >= 1 in P1",0,0,0,0.1784,0,1,8,0.146658142100157,1,0.5
"1886","gca_tep1","Global Clin Assess: TE Value >= 3 in P1",0,0,0,0.05579,0,1,8,0.0527094451817214,1,0.5
"1887","eps_tep1","EPS Scale Mean: TE Value >= 1 in P1",0,0,0,0.05441,0,1,8,0.0514829708019358,1,0.5
"1888","cs01","1. Patient Version Clinical Global Impre",1,2,4,3.531,5,7,16,2.44601361429616,6,1.1
"1889","cs02a","2a. Energy and interest",1,3,4,3.772,5,6,41,2.54406001166916,5,2.8
"1890","cs02aa","2aa. Times more important than the least",1,4,10,29.77,50,100,98,1076.0549716726,99,6.7
"1891","cs02b","2b. Social relations",1,2,3,3.398,5,6,41,2.80961582234256,5,2.8
"1892","cs02ba","2ba. Times more important than least imp",1,3,10,26.32,50,100,101,1021.01612226785,99,6.9
"1893","cs02c","2c. Disturbing and unusual experiences",1,2,4,3.535,5,6,39,3.63206034234966,5,2.7
"1894","cs02ca","2ca. Times more important than least imp",1,2,10,28.67,50,100,100,1200.14230565295,99,6.8
"1895","cs02d","2d. Confusion and difficulty concentrati",1,3,4,3.806,5,6,40,2.50624026044924,5,2.7
"1896","cs02da","2da. Times more important than least imp",1,5,14,31.34,53,100,99,1078.31707222198,99,6.8
"1897","cs02e","2e. Medication side effects",1,2,3,3.094,5,6,40,2.9283685197868,5,2.7
"1898","cs02ea","2ea. Times more important than least imp",1,1,7,23.06,40,100,98,923.628995696133,99,6.7
"1899","cs02f","2f. Productive activities",1,2,3,3.408,5,6,40,2.74201183138294,5,2.7
"1900","cs02fa","2fa. Times more important than least imp",1,3,10,26.85,50,100,96,1014.10974745204,99,6.6
"1901","cs03","3. Patient reported mental/emo health",1,50,60,60.03,80,100,33,725.776212318824,99,2.3
"1902","cs04","4. Illness info received last 3 months",1,2,3,2.688,4,4,17,1.16343090129498,3,1.2
"1903","cs05","5. Satisfaction w/ providers last 3 mo.",1,3,3,3.137,4,4,17,0.904372632527972,3,1.2
"1904","cs06","6. Tobacco products (e.g. cigarettes)",0,0,1,0.6623,1,1,12,0.22381561012115,1,0.8
"1905","cs07","Alcohol",0,0,0,0.346,1,1,12,0.226438678614928,1,0.8
"1906","cs08","8. Marijuana?",0,0,0,0.1706,0,1,12,0.141580312859145,1,0.8
"1907","cs09","Cocaine",0,0,0,0.08494,0,1,12,0.077782858037395,1,0.8
"1908","cs10","10. Opiates?",0,0,0,0.01381,0,1,12,0.0136307926095904,1,0.8
"1909","cs11","11. PCP?",0,0,0,0.002072,0,1,12,0.00206895959252712,1,0.8
"1910","cs12","Amphetamines",0,0,0,0.02003,0,1,12,0.0196400821665706,1,0.8
"1911","cs13","13. Other?",0,0,0,0.008978,0,1,12,0.00890344664327414,1,0.8
"1912","cscigs","14. cigs/day in past week",0,0,10,12.45,20,99,50,207.358057875159,99,3.4
"1913","cs14","15. Clinician Drug Use Scale",1,1,1,1.363,1,5,12,0.523099802601687,4,0.8
"1914","cs15","16. Clinician Alcohol Use Scale",1,1,1,1.454,2,5,12,0.507878273585662,4,0.8
"1915","cs16","17. Clinician Global Impressions: Severity",1,3,4,3.958,4,7,14,0.883340272892169,6,1
"1916","b1_cgis","Phase 1 Baseline CGIS",1,3,4,3.958,4,7,14,0.883340272892169,6,1
"1917","b1_resp","Phase 1 Baseline CGIS Response",0,0,0,0.2752,1,1,14,0.199621913691032,1,1
"1918","c1_cgis","CFB1 in CGIS",0,0,0,0,0,0,14,0,0,1
"1919","cgisresp","CGIS Response",0,0,0,0.2752,1,1,14,0.199621913691032,1,1
"1920","drug01","1. good outweighs the bad",1,1,1,1.128,1,2,25,0.111859810767863,1,1.7
"1921","drug02","""2. I feel weird, like a zombie, on med""",1,1,2,1.729,2,2,23,0.197879170276981,1,1.6
"1922","drug03","3. I take meds of my own free choice",1,1,1,1.143,1,2,23,0.122392092780727,1,1.6
"1923","drug04","4. Medications make me feel more relaxed",1,1,1,1.185,1,2,25,0.150671351304069,1,1.7
"1924","drug05","5. Meds make me feel tired and sluggish",1,1,1,1.463,2,2,23,0.24878703116792,1,1.6
"1925","drug06","6. I take medications only when I am sic",1,1,2,1.67,2,2,25,0.221123632635011,1,1.7
"1926","drug07","7. I feel more normal on medication.",1,1,1,1.2,1,2,29,0.160027952480783,1,2
"1927","drug08","8. It is unnatural for my mind and body",1,1,2,1.606,2,2,25,0.239020502578008,1,1.7
"1928","drug09","9. My thoughts are clearer on medication",1,1,1,1.17,1,2,28,0.140995572889217,1,1.9
"1929","drug10","10. Staying on meds prevent me get sick",1,1,1,1.128,1,2,25,0.111859810767863,1,1.7
"1930","dai_ts","DAI Total Score",-10,3,6,5.03,8,10,25,15.0332716166373,20,1.7
"1931","calg1","1. Depression",1,1,2,1.851,2,4,11,0.73881301259394,3,0.8
"1932","calg2","2. Hopelessness",1,1,1,1.582,2,4,11,0.625963228593543,3,0.8
"1933","calg3","3. Self Depreciation",1,1,1,1.601,2,4,11,0.756518116895249,3,0.8
"1934","calg4","4. Guilty Ideas of Reference",1,1,1,1.429,2,4,11,0.543409629044988,3,0.8
"1935","calg5","5. Pathological Guilt",1,1,1,1.52,2,4,11,0.577133591846539,3,0.8
"1936","calg6","6. Morning Depression",1,1,1,1.432,2,4,11,0.498310894539576,3,0.8
"1937","calg7","7. Early Wakening",1,1,1,1.44,2,4,12,0.704058597135624,3,0.8
"1938","calg8","8. Suicide",1,1,1,1.205,1,4,11,0.232129988675749,3,0.8
"1939","calg9","9. Observed Depression",1,1,1,1.493,2,4,11,0.429687648940592,3,0.8
"1940","calg_ts","Calgary Total Score",0,1,4,4.553,7,22,11,19.2156154558869,22,0.8
"1941","b1_calg","Phase 1 Baseline Calgary Total Score",0,1,4,4.553,7,22,11,19.2156154558869,22,0.8
"1942","interview_age","Age in months at the time of the interview/test/sampling/imaging.",18,32,42,40.54,49,67,2,123.243837752188,49,0.1
"1943","race","Race of participant",1,3,7,5.404,7,7,2,3.93483660075338,6,0.1
"1944","exacer","Has patient been hospitalized or required crisis stabilization services in the past three months for any mental health problem?",0,0,0,0.2757,1,1,2,0.19983561690265,1,0.1
"1945","td","Does the patient now meet Schooler-Kane criteria for probable tardive dyskinesia?",0,0,0,0.1584,0,1,2,0.133425692908649,1,0.1
"1946","marital2","Marital Stat categorized (married vs not)",0,0,0,0.1139,0,1,2,0.100960972665897,1,0.1
"1947","sigother","Are you currently living with a significant other?",0,0,0,0.1797,0,1,2,0.147507939063393,1,0.1
"1948","psysoc_89","Veteran?",1,2,2,1.789,2,2,2,0.166736807220805,1,0.1
"1949","curreduccompleted","Current grade education level completed",1,1,2.5,2.896,4,9,2,2.70291944757488,8,0.1
"1950","educ_yrs","Number of Years of Patient's Education",1,11.5,12,11.49,13,21,10,12.6416226410604,20,0.7
"1951","par_educ","How far did your parents go in school",0,1,2,3.507,6,9,3,11.2501197327038,9,0.2
"1952","cgi_sev","Clinician Global Impressions: Severity score",1,3,4,3.957,4,7,16,0.883810083256067,6,1.1
"1953","cgi_cat","Baseline CGI Severity (Normal vs not)",0,0,0,0.005525,0,1,12,0.00549813483412051,1,0.8
"1954","employ","Patient Employment Status at Baseline",0,3,3,2.733,3,3,2,0.431855391831497,3,0.1
"1955","employ2","Employment Status (Full time vs not)",0,0,0,0.06741,0,1,21,0.0629078105352485,1,1.4
"1956","qol01a","Currently live with parent",0,0,0,0.2573,1,1,14,0.191210211201884,1,1
"1957","qol01b","Currently live with a spouse/girlfriend/boyfriend",0,0,0,0.1632,0,1,14,0.136666235935429,1,1
"1958","qol01c","Currently live with a sibling",0,0,0,0.11,0,1,14,0.0979353615988744,1,1
"1959","qol01d","Currently live with a son or daughter",0,0,0,0.0657,0,1,14,0.0614246674994137,1,1
"1960","qol01e","Currently live with other relatives",0,0,0,0.06224,0,1,14,0.0584071558816351,1,1
"1961","qol01f","Currently live with other people not related and not friends",0,0,0,0.2227,0,1,14,0.173215217256051,1,1
"1962","qol01g","Lives alone",0,0,0,0.2434,0,1,14,0.184299367782261,1,1
"1963","yrs_trt","Years Since First Treatment for Behavioral or Emotional Problem",0,6,15,16.24,24,56,40,122.373646884833,56,2.7
"1964","yrs_pres","Years Since First Prescribed an Antipsychotic Medication",0,4,13,14.11,22,56,35,116.060100532229,56,2.4
"1965","anti_beh","Childhood Antisocial Behaviors",0,0,1,1.259,2,6,3,2.34715036164933,6,0.2
"1966","beh_cat","Categorized Childhood Antisocial Behaviors",1,1,2,1.795,2,4,3,0.752500245122071,3,0.2
"1967","sitetype","Site Care Setting",1,7,9,8.784,13,14,2,14.1736063448486,13,0.1
"1968","scrn_dy","Day Screened",-93,-15,-9,-11.33,-5,6,2,94.5703119042172,99,0.1
"1969","olz_0","Baseline OLZ",0,0,0,0.2647,1,1,2,0.194789262940462,1,0.1
"1970","quet_0","Baseline QUET",0,0,0,0.09808,0,1,2,0.0885206745167598,1,0.1
"1971","risp_0","Baseline RISP",0,0,0,0.2257,0,1,2,0.174852869596,1,0.1
"1972","zip_0","Baseline ZIP",0,0,0,0.04801,0,1,2,0.0457372902020707,1,0.1
"1973","hal_0","Baseline HAL",0,0,0,0.05761,0,1,2,0.0543311556809612,1,0.1
"1974","deca_0","Baseline DECA",0,0,0,0.01509,0,1,2,0.0148716804452842,1,0.1
"1975","per_0","Baseline PER",0,0,0,0.02058,0,1,2,0.0201665861697891,1,0.1
"1976","othr_0","Baseline Other Antipsychotics",0,0,0,0.0823,0,1,2,0.0755823313590415,1,0.1
"1977","allothr0","Baseline All Other Antipsychotics",0,0,0,0.214,0,1,2,0.168314734317937,1,0.1
"1978","none_0","No Baseline Antipsychotic Med",0,0,0,0.2833,1,1,2,0.203165174885351,1,0.1
"1979","olzi_0","Baseline OLZ Monotherapy",0,0,0,0.2202,0,1,2,0.171809993475516,1,0.1
"1980","queti_0","Baseline QUET Monotherapy",0,0,0,0.06516,0,1,2,0.060954024514359,1,0.1
"1981","rispi_0","Baseline RISP Monotherapy",0,0,0,0.1886,0,1,2,0.153144132719109,1,0.1
"1982","dualmed0","Baseline Combination Meds",0,0,0,0.08573,0,1,2,0.0784373814318653,1,0.1
"1983","allothi0","Baseline All Other Monotherapy",0,0,0,0.1571,0,1,2,0.132486091928376,1,0.1
"1984","switch","Baseline Med Switch Status",0,0,2,1.289,2,2,2,0.772433444145994,2,0.1
"1985","me0a","Significant historical medical diag?",0,1,1,0.869,1,1,2,0.113918145502578,1,0.1
"2009","medad06_1","Number of capsules prescribed per day",1,2,2,2.227,3,4,189,0.704950531852283,3,12.9
"2074","medad14_1","Clinical Global Judgment of Medication A",1,1,1,1.311,1,4,191,0.58131697876815,3,13.1
"2096","capsules_1","Number of Capsules Prescribed/Day Since Last Visit",1,2,2,2.227,3,4,189,0.704950531852283,3,12.9
"2118","dose1_1","Prescribed Daily Dose in P1 (mg)",1.5,7.5,16,122.8,120,800,189,38196.4867024539,798.5,12.9
"2143","presreg1_1","P1 Prescribed Dosing Regimen",1,1,2,1.602,2,2,172,0.239683022291718,1,11.8
"2155","avgcaps1_1","Average number of capsules prescribed/day across phase 1/1A (mg)",1,2,3,2.707,3,4,184,0.825395537525355,3,12.6
"2162","avgdose1_1","Average prescribed daily dose across phase 1/1a  (mg)",2,8,24,146.4,150.2,800,184,52990.7008636056,798,12.6
"2169","moddose1_1","Modal prescribed daily dose across phase 1/1a (mg)",2,8,24,148.1,160,800,184,56067.5396613191,798,12.6
"2176","catcaps1_1","Average Number of Capsiles Prescribed Across P1 (Cat)",1,2,3,2.707,3,4,184,0.825395537525355,3,12.6
"2226","ecgint","Physician Interpretation",1,1,2,1.779,2,7,29,0.437915683198702,6,2
"2227","ecghr","ECG HR",41,60,69,70.7,80,117,29,193.249781804499,76,2
"2228","ecgpr","ECG PR",100,150,160,165.4,180,260,34,416.166281341502,160,2.3
"2229","ecgqrs","ECG QRS",59,90,90,93.94,100,160,29,85.1930666119345,101,2
"2230","ecgqt","ECG QT",250,350,370,375.6,400,500,35,1134.65138971023,250,2.4
"2231","ecgqtc","ECG QTC",261,385,405,403.1,422,473,35,706.713761088114,212,2.4
"2232","ecgaxis","ECG AXIS",-80,55,75,347.9,80,9999,30,2752253.10923527,10079,2.1
"2233","crfint","1. ECG Result",0,0,1,0.7305,1,2,24,0.420002814632205,2,1.6
"2234","base11a_ecg","Ph1/1A Baseline ECG Interpretaion",1,1,2,1.769,2,3,25,0.413660286035018,2,1.7
"2236","b1_qt","Ph1/1A Baseline ECG QT Length",261,385,405,402.9,422,473,30,700.85065158774,212,2.1
"2238","Sinus Bradycardia",NA,0,0,0,0.2152,0,1,15,0.169020119046478,1,1
"2239","0 Sinus Rhythm",NA,0,0,1,0.6498,1,1,15,0.227709457581305,1,1
"2240","Sinus Arrhythmia",NA,0,0,0,0.1197,0,1,15,0.105462527197615,1,1
"2241","Late R-Wave Transition",NA,0,0,0,0.09619,0,1,15,0.0870007380498232,1,1
"2242","none",NA,0,0,0,0,0,0,15,0,0,1
"2243","R.A.D.",NA,0,0,0,0.06367,0,1,15,0.0596555128487765,1,1
"2244","Early Repolarisation - 0 Variant",NA,0,0,0,0.2457,0,1,15,0.185446999396141,1,1
"2245","0",NA,0,1,1,0.9592,1,1,15,0.0391904456095621,1,1
"2246","Non Specific T Wave Changes",NA,0,0,0,0.11,0,1,15,0.09799480489605,1,1
"2247","Early R-Wave Transition",NA,0,0,0,0.08512,0,1,15,0.0779294347688562,1,1
"2248","Prolonged QT Interval",NA,0,0,0,0.07751,0,1,15,0.0715505755830114,1,1
"2249","Poor R-Wave Progression",NA,0,0,0,0.07059,0,1,15,0.0656509695290859,1,1
"2256","itaq01","""Have you at any time had mental (nerve, worry) problems that were different from most other people's?""",0,1,2,1.555,2,2,16,0.435597967453923,2,1.1
"2257","itaq02","Have you at any time needed treatment (hospitalization or outpatient care) for mental problems?",0,1,2,1.656,2,2,18,0.339620062735752,2,1.2
"2258","itaq03","""Do you now have mental (nerve, worry) problems?""",0,1,2,1.64,2,2,17,0.383226499731354,2,1.2
"2259","itaq04","Do you now need treatment (hospitalization or outpatient care) for mental problems?",0,2,2,1.699,2,2,16,0.3229090479783,2,1.1
"2260","itaq05","""Is it possible that in the future you may have mental (nerve, worry) problems?""",0,1,2,1.581,2,2,16,0.362799780389808,2,1.1
"2261","itaq06","""Will you in the future need continued treatment (outpatient care or, possibly, hospitalization) for mental problems?""",0,1,2,1.593,2,2,17,0.351178341469604,2,1.2
"2262","itaq07","Have you at any time needed to take medications for mental problems (nerves or worry)?",0,1,2,1.686,2,2,16,0.289161737915201,2,1.1
"2263","itaq08","Do you now need to take medications for mental problems?",0,1,2,1.677,2,2,17,0.30063158218498,2,1.2
"2264","itaq09","Will you in the future need to take medications for mental problems?",0,1,2,1.611,2,2,17,0.333493848056955,2,1.2
"2265","itaq10","Will you take the medications?",0,2,2,1.758,2,2,17,0.190424287511666,2,1.2
"2266","itaq11","Do the medications do you any good?",0,1,2,1.695,2,2,16,0.249430338072997,2,1.1
"2267","itaq_ts","ITAQ Total Score",0,15,21,18.15,22,22,18,25.3692780575979,22,1.2
"2268","mac1a","1. Has anyone thrown something at you?",0,0,0,0.3183,0,98,62,27.2966007272891,98,4.2
"2270","mac2a","2. Have you thrown something at anyone?",0,0,0,0.1664,0,98,48,13.4754704537196,98,3.3
"2272","mac3a","""3. Has anyone pushed, grabbed, or shoved you""",0,0,0,0.3505,0,98,82,27.5596983619551,98,5.6
"2274","mac4a","""4. Have you pushed, grabbed, or shoved anyone""",0,0,0,0.1987,0,97,56,13.4337545918088,97,3.8
"2276","mac5a","5. Has anyone slapped you?",0,0,0,0.1593,0,97,35,13.2126680465208,97,2.4
"2278","mac6a","6. Have you slapped anyone?",0,0,0,0.2183,0,98,31,19.8696636107207,98,2.1
"2280","mac7a","""7. Has anyone kicked, bitten, or choked you""",0,0,0,0.2968,0,98,35,26.638648728563,98,2.4
"2282","mac8a","""8. Have you kicked, bitten, or choked anyone""",0,0,0,0.1504,0,97,24,13.1062785709433,97,1.6
"2284","mac9a","""9. Has anyone hit you with a fist or object, or beaten you up""",0,0,0,0.1812,0,97,47,13.3382572590815,97,3.2
"2286","mac10a","""10. Have you hit anyone with a fist or oobject, or beaten anyone up""",0,0,0,0.1724,0,97,39,13.2582807187955,97,2.7
"2288","mac11a","11. Been forced to have sex against your will",0,0,0,0.2171,0,98,32,19.8827631963788,98,2.2
"2290","mac12a","12. Have you tried to force anyone to have sex against their will?",0,0,0,0.1351,0,97,17,13.0323499643888,97,1.2
"2292","mac13a","13. Has anyone threatened you with a gun or knife or other lethal weapon in their hand?",0,0,0,0.2288,0,98,31,19.8754706921257,98,2.1
"2294","mac14a","14. Have you threatened anyone with a gun or knife or other lethal weapon in your hand?",0,0,0,0.2122,0,98,18,19.6884560633171,98,1.2
"2296","mac15a","15. Has anyone used a knife or fired a gun at you?",0,0,0,0.2148,0,98,17,19.6764234628312,98,1.2
"2298","mac16a","16. Have you used a knife or fired a gun at anyone?",0,0,0,0.1398,0,97,15,13.0178406770888,97,1
"2300","mac17a","17.Have you done anything else that might be considered violent?",0,0,0,0.3589,0,98,25,32.8341521729623,98,1.7
"2302","mac18a","""18. Since [reference date], did you physically hurt or injure anyone ¿like give them a bruise, cut, broken bone, knock them out, or something like that?""",0,0,0,0.3031,0,98,15,26.2750941732404,98,1
"2303","mac19a","""19. Since [reference date], family, spouse, girlfriend, boyfriend you fight with, or physically hurt?""",0,0,0,0.2689,0,97,17,19.5698147736983,97,1.2
"2304","mac19b","""19. Since [reference date], Friend or acquaintance you fight with, or physically hurt?""",0,0,0,0.2453,0,97,17,19.5583605583606,97,1.2
"2305","mac19c","""19. Since [reference date], Mental health staff or police officer you fight with, or physically hurt?""",0,0,0,0.2121,0,97,17,19.5402983267061,97,1.2
"2306","mac19d","""19. Since [reference date], other you fight with, or physically hurt?""",0,0,0,0.3086,0,98,18,26.1968586886322,98,1.2
"2307","neur1","Is English the patient's first language?",0,1,1,0.9243,1,1,47,0.0700406384262684,1,3.2
"2308","wrat_read_raw","Reading Raw Score",7,37,44,42.96,50,57,92,73.6863532428975,50,6.3
"2309","neur2a","WRAT-3 not done at this visit",0,0,0,0.02895,0,1,44,0.0281362919486535,1,3
"2310","neur3a","Controlled Oral Word Association Test (COWAT) Number of correct words generated in category F",0,7,10,9.77,12,24,65,16.6564816957467,24,4.5
"2311","neur3b","Controlled Oral Word Association Test (COWAT) Number of correct words generated in category A",0,5,8,7.872,10,21,66,13.4443754950197,21,4.5
"2312","neur3c","Controlled Oral Word Association Test (COWAT) Number of correct words generated in category S",0,7,10,9.971,13,25,66,18.3480633336801,25,4.5
"2313","neur4a","Category Instances: Number of correct words generated in category Animals",0,11,14,13.83,17,31,64,23.8432936911401,31,4.4
"2314","neur4b","Category Instances: Number of correct words generated in category Fruits",2,8,10,10.12,12,21,65,11.372444115333,19,4.5
"2315","neur4c","Category Instances: Number of correct words generated in category Vegetables",0,6,8,8.575,11,25,64,11.8860949358639,25,4.4
"2316","neur5","WISC-R Mazes raw score",0,13,18,17.53,22,28,88,36.9493719338314,28,6
"2317","neur7a","Hopkins Verbal Learning Test: Number of items recalled on trial 1",0,4,5,4.724,6,11,67,3.05215011840813,11,4.6
"2318","neur7b","Hopkins Verbal Learning Test: Number of items recalled on trial 2",0,5,6,6.453,8,12,68,4.60457570010825,12,4.7
"2319","neur7c","Hopkins Verbal Learning Test: Number of items recalled on trial 3",0,6,8,7.468,9,12,67,6.05806639932008,12,4.6
"2320","neur8","Facial Emotion Discrimination Task: Number of faces correctly discriminated",1,23,25,24.54,27,30,72,11.8862512959989,29,4.9
"2321","neur9","WAIS-R Digit Symbol Test raw score",0,27,36,37.14,46,90,78,182.532680967985,90,5.3
"2322","neur6","Letter-number Sequencing: Number of correct sequences",0,7,10,10.17,13,23,84,20.0204941860465,23,5.8
"2323","neur10a","Grooved Pegboard: Number of pegs successfully inserted on  trial 1",0,9,12,11.7,14,22,86,15.4429907840013,22,5.9
"2324","neur10b","Grooved Pegboard: Number of pegs successfully inserted on  trial 2",0,11,13,13.23,16,25,86,16.2642271251236,25,5.9
"2334","neur13a","Wisconsin Card Sorting Test (64-P): Number of perseverative errors",0,7,10,13.66,17,62,196,103.158668205097,62,13.4
"2335","neur13b","Wisconsin Card Sorting Test (64-P): Number of completed categories",0,1,2,2.131,3,6,199,2.54397618418237,6,13.6
"2337","neur8_c","NEUR8 in Category by grouping score 15",15,23,25,24.63,27,30,72,9.66233385761985,15,4.9
"2338","wrat3","WRAT-3 Categorized",1,5,5,4.772,5,5,44,0.614361362320577,4,3
"2339","p_flag","Flag for Patients With Enough Data",0,1,1,0.94,1,1,44,0.0564647341837855,1,3
"2340","neur5_s","WISCR Mazes Standardized response for NEUR5",-3,-1,0,0.004552,1,2,142,1.1207081897401,5,9.7
"2341","neur6_s","Letter Number Sequence Standardized response",-2,-1,0,0.04614,1,3,138,1.06448548468187,5,9.5
"2342","neur7a_s","Standardized response for NEUR7A",-3,0,0,0.06391,1,4,130,1.07416679396007,7,8.9
"2343","neur7b_s","Standardized response for NEUR7B",-3,-1,0,-0.002256,1,3,130,1.21820408809835,6,8.9
"2344","neur7c_s","Standardized response for NEUR7C",-3,-1,0,0.001503,1,2,129,1.03909548476752,5,8.8
"2345","neur9_s","WAISR Digit symbol Standardized response",-3,-1,0,-0.0007541,1,4,134,1.05584848743561,7,9.2
"2350","mneur34","""Mean of the standardized to baseline responses to NEUR3A, NEUR3B,NEUR3C and NEUR4A, NEUR4B,NEUR4C""",-2,-1,0,0.003005,1,3,129,0.694727803731718,5,8.8
"2351","mneur10","Mean of the standardized to baseline responses to NEUR10A and NEUR10B",-3,-1,0,0.02269,1,3,138,1.08502589955576,6,9.5
"2352","mneur13","""Mean of the reversed standardized to baseline response to NEUR13A, and the standardized to baseline response to (NEUR13B + NEUR13C/10)""",-3,-1,0,0.007132,1,2,198,0.822312304650926,5,13.6
"2353","n_flag","Neuro Comp Score: Complete Data at Test Level",0,1,1,0.8559,1,1,44,0.123399413068216,1,3
"2354","verbal_s","""Verbal Domain Score Standardized to baseline Mean of (NEUR7A_S, NEUR7B_S, NEUR7C_S)""",-3.34,-0.723,-0.027,-0.003529,0.704,3.026,129,0.999887557621326,6.366,8.8
"2356","speed_s","""Processing Speed Domain Score Standardized to baseline mean of (MNEUR34, MNEUR10, NEUR9_S)""",-3.369,-0.673,-0.016,-0.0001863,0.6955,3.424,129,1.00559261939183,6.793,8.8
"2357","reason_s","Reasoning Domain Score Standardized to Baseline Mean of (MNEUR13 and NEUR5_S)",-3.649,-0.6842,0.078,-0.0006992,0.7498,2.209,130,0.997552615274077,5.858,8.9
"2358","memory_s","""Working Memory Domain Score Standardized to baseline Mean of (NEU12_SR,NEUR6_S)""",-4.135,-0.552,0.145,-0.0007797,0.703,2.288,130,1.00632126896304,6.423,8.9
"2359","neuro_ss","""Neurocognitive Composite Score Created variable: Standardized to baseline Mean of (VERBAL_S, VIGIL_S, SPEED_S, REASON_S, MEMORY_S)""",-3.283,-0.6465,0.022,-0.001891,0.6785,2.887,129,1.00085725504031,6.17,8.8
"2360","scid01","1. Schizophrenia Present Ever in Past 5 Years",0,1,1,0.9774,1,1,0,0.0221069976621255,1,0
"2361","scid02","2. Schizophrenia Present During Past Month",0,1,1,0.9671,1,1,0,0.0318176270104312,1,0
"2362","scid03","3. Major Depression Present Ever in Past 5 Years",0,0,0,0.2774,1,1,0,0.200585407531899,1,0
"2363","scid04","4. Major Depression Present During Past Month",0,0,0,0.1082,0,1,0,0.0965739341076173,1,0
"2364","scid05","5. Alcohol Dependence Present Ever in Past 5 Years",0,0,0,0.1418,0,1,0,0.121762419371497,1,0
"2365","scid06","6. Alcohol Dependence Present During Past Month",0,0,0,0.04178,0,1,0,0.0400626249917846,1,0
"2366","scid07","7. Alcohol Abuse Present Ever in Past 5 Years",0,0,0,0.1788,0,1,0,0.14691006224943,1,0
"2367","scid08","8. Alcohol Abuse Present During Past Month",0,0,0,0.04589,0,1,0,0.0438144910663149,1,0
"2368","scid09","9. Drug Dependence Present Ever in Past 5 Years",0,0,0,0.1664,0,1,0,0.138831719980846,1,0
"2369","scid09a","9a. Marijuana Dependence Present Ever in Past 5 Years",0,0,0,0.09041,0,1,0,0.0822931826077159,1,0
"2370","scid09b","9b. Cocaine Dependence Present Ever in Past 5 Years",0,0,0,0.09041,0,1,0,0.0822931826077159,1,0
"2371","scid09c","9c. Opiates Dependence Present Ever in Past 5 Years",0,0,0,0.01438,0,1,0,0.0141863915047837,1,0
"2372","scid09d","9d. PCP Dependence Present Ever in Past 5 Years",0,0,0,0.005479,0,1,0,0.00545316270292094,1,0
"2373","scid09e","9e. Amphetamines Dependence Present Ever in Past 5 Years",0,0,0,0.02192,0,1,0,0.021452111128846,1,0
"2374","scid09f","9f. Other Dependence Present Ever in Past 5 Years",0,0,0,0.01986,0,1,0,0.0194818180964631,1,0
"2375","scid10","10. Drug Dependence Present During Past Month",0,0,0,0.05479,0,1,0,0.0518275794079262,1,0
"2376","scid10a","10a. Marijuana Dependence Present During Past Month",0,0,0,0.02945,0,1,0,0.0286042231965974,1,0
"2377","scid10b","10b. Cocaine Dependence Present During Past Month",0,0,0,0.02534,0,1,0,0.0247171547410029,1,0
"2378","scid10c","10c. Opiates Dependence Present During Past Month",0,0,0,0.00411,0,1,0,0.00409550545973504,1,0
"2379","scid10d","10d. PCP Dependence Present During Past Month",0,0,0,0.0006849,0,1,0,0.000684931506849315,1,0
"2380","scid10e","10e. Amphetamines Dependence Present During Past Month",0,0,0,0.00274,0,1,0,0.00273409259485292,1,0
"2381","scid10f","10f. Other Dependence Present During Past Month",0,0,0,0.005479,0,1,0,0.00545316270292094,1,0
"2382","scid11","11. Drug Abuse Present Ever in Past 5 Years",0,0,0,0.2041,0,1,0,0.162560207310318,1,0
"2383","scid11a","11a. Marijuana Abuse Present Ever in Past 5 Years",0,0,0,0.1425,0,1,0,0.122252997455566,1,0
"2384","scid11b","11b. Cocaine Abuse Present Ever in Past 5 Years",0,0,0,0.1055,0,1,0,0.0944182072539833,1,0
"2385","scid11c","11c. Opiates Abuse Present Ever in Past 5 Years",0,0,0,0.01507,0,1,0,0.0148516059977278,1,0
"2386","scid11d","11d. PCP Abuse Present Ever in Past 5 Years",0,0,0,0.01164,0,1,0,0.0115161444787667,1,0
"2387","scid11e","11e. Amphetamines Abuse Present Ever in Past 5 Years",0,0,0,0.03219,0,1,0,0.0311768240585126,1,0
